,Unnamed: 0,id,conversation_id,date,username,tweet_processed,hashtags,tweet_original,target,cleaned
118,604,5.49E+17,5.49E+17,12/28/2014,nekosoto,Watching your  video is a good way to remind yourself of why you're ,"['#facebookyearinreview', '#depressed']",Watching your #FacebookYearInReview video is a good way to remind yourself of why you're #depressed,1,Watching your  video is a good way to remind yourself of why you're 
119,607,5.49E+17,5.49E+17,12/28/2014,tobywan74,Not looking forward to New Years Eve. Going to be alone. Makes me depressed just thinking about it.   ,"['#depressed', '#lonely', '#loneliness']",Not looking forward to New Years Eve. Going to be alone. Makes me depressed just thinking about it. #depressed #lonely #loneliness,1,Not looking forward to New Years Eve. Going to be alone. Makes me depressed just thinking about it. 
120,612,5.49E+17,5.49E+17,12/28/2014,jade_muers,One more night in edinburgh would've been perfect ???© ,['#depressed'],One more night in edinburgh would've been perfect ???© #Depressed,0,One more night in edinburgh would've been perfect ? 
121,613,5.49E+17,5.49E+17,12/28/2014,jade_muers,Back in the toon ??? Get me home & into bed???« ,['#depressed'],Back in the toon ??? Get me home & into bed???« #Depressed,0,Back in the toon ? Get me home & into bed? 
122,615,5.49E+17,5.49E+17,12/28/2014,emmarrobinson_,Nobody has ever felt as bad I feel today  ,"['#depressed', '#lifethoughts']",Nobody has ever felt as bad I feel today #depressed #lifethoughts,1,Nobody has ever felt as bad I feel today  
123,616,5.49E+17,5.49E+17,12/28/2014,gdisckaraoke,Got to regretfully admit that this years Top Gear Christmas Special was rubbish. The only good thing was the cars :-/ ,['#depressed'],Got to regretfully admit that this years Top Gear Christmas Special was rubbish. The only good thing was the cars :-/ #depressed,0,Got to regretfully admit that this years Top Gear Christmas Special was rubbish. The only good thing was the cars :-/ 
124,619,5.49E+17,5.49E+17,12/28/2014,krissynight95,Won't get to see the Amazing Beautiful adopted mom on New Years Eve didn't see her on Christmas either     :-(,"['#depressed', '#sad', '#disapointed']",Won't get to see the Amazing Beautiful adopted mom on New Years Eve didn't see her on Christmas either  #depressed #sad #disapointed :-(,0,Won't get to see the Amazing Beautiful adopted mom on New Years Eve didn't see her on Christmas either :-(
125,621,5.49E+17,5.49E+17,12/28/2014,garretpage,The ravens are up 20-10 over the browns with under 4 mins to go. It isn't looking good for the texans.   ,"['#clevsbal', '#jaxvshou', '#depressed']",The ravens are up 20-10 over the browns with under 4 mins to go. It isn't looking good for the texans. #CLEvsBAL #JAXvsHOU #depressed,0,The ravens are up 20-10 over the browns with under 4 mins to go. It isn't looking good for the texans. 
126,623,5.49E+17,5.49E+17,12/28/2014,b_rich939,Jus when something makes you happy it fucking puts you right back in your place ,['#depressed'],Jus when something makes you happy it fucking puts you right back in your place #depressed,1,Jus when something makes you happy it fucking puts you right back in your place 
127,636,5.49E+17,5.49E+17,12/28/2014,katarina_x0,should of just slept through this charger game ,['#depressed'],should of just slept through this charger game #depressed,0,should of just slept through this charger game 
128,640,5.49E+17,5.49E+17,12/28/2014,krushant_pandya,Wondering whether Flight travelling is safe?  How can a plane just go missing?  ,"['#airasia', '#depressed']",Wondering whether Flight travelling is safe?  How can a plane just go missing? #AirAsia #depressed,0,Wondering whether Flight travelling is safe?  How can a plane just go missing?  
129,646,5.49E+17,5.49E+17,12/28/2014,nadirox,Mi stress out...Spanish Town Shopping Centre celebrating 25yrs and mi memba when dem had the groundbreaking   ,"['#nomorebirthdays', '#depressed']",Mi stress out...Spanish Town Shopping Centre celebrating 25yrs and mi memba when dem had the groundbreaking  #nomorebirthdays #depressed,0,Mi stress out.Spanish Town Shopping Centre celebrating 25yrs and mi memba when dem had the groundbreaking 
130,647,5.49E+17,5.49E+17,12/28/2014,ruthneeps, damn blizzard in rankin making me wait longer to see my babe ???©,['#depressed'],#depressed damn blizzard in rankin making me wait longer to see my babe ???©,0, damn blizzard in rankin making me wait longer to see my babe ?
131,650,5.49E+17,5.49E+17,12/28/2014,_aimee88,Noooo Jim?????­ You will be missed next season! ,['#depressed'],Noooo Jim?????­ You will be missed next season! #Depressed,0,No Jim??? You will be missed next season! 
132,652,5.49E+17,5.49E+17,12/28/2014,ldeemsx,Just ate half a tub of ice cream half a tub of clotted cream with a shit load of Galaxy on top ,['#depressed'],Just ate half a tub of ice cream half a tub of clotted cream with a shit load of Galaxy on top #Depressed,1,Just ate half a tub of ice cream half a tub of clotted cream with a shit load of Galaxy on top 
133,655,5.49E+17,5.49E+17,12/28/2014,_thee_chosenone,Only thing I've done today is brushed my teeth & took a bath ...  ,"['#depressed', '#stressed']",Only thing I've done today is brushed my teeth & took a bath ... #Depressed #Stressed,1,Only thing I've done today is brushed my teeth & took a bath .  
134,657,5.49E+17,5.49E+17,12/28/2014,kera5,Sometimes i just want to be alone......... Forever  ,"['#depressed', '#fuckoff']",Sometimes i just want to be alone......... Forever #depressed #fuckoff,1,Sometimes i just want to be alone. Forever  
135,658,5.49E+17,5.49E+17,12/28/2014,jucrewss,Chris is leaving and dad isn't here and Made isn't here to clean and the weather isn't super amazing ,['#depressed'],Chris is leaving and dad isn't here and Made isn't here to clean and the weather isn't super amazing #depressed,0,Chris is leaving and dad isn't here and Made isn't here to clean and the weather isn't super amazing 
136,661,5.49E+17,5.49E+17,12/28/2014,j26winter94,Last Sunday being able to watch the purple and gold for awhile ???? ,['#depressed'],Last Sunday being able to watch the purple and gold for awhile ???? #depressed,0,Last Sunday being able to watch the purple and gold for awhile ? 
137,662,5.49E+17,5.49E+17,12/28/2014,schoettle27,Wish I was watching a meaningful game. ,['#depressed'],Wish I was watching a meaningful game. #Depressed,0,Wish I was watching a meaningful game. 
138,663,5.49E+17,5.49E+17,12/28/2014,connolly_tim,Last red zone Sunday for a long time ,['#depressed'],Last red zone Sunday for a long time #depressed,0,Last red zone Sunday for a long time 
139,667,5.49E+17,5.49E+17,12/28/2014,erinooh,sometimes i have dreams that 5sos are my bestfriends& we hangout a lot but then i wake up and realize they don't know i exist ,['#depressed'],sometimes i have dreams that 5sos are my bestfriends& we hangout a lot but then i wake up and realize they don't know i exist #depressed,0,sometimes i have dreams that 5sos are my bestfriends& we hangout a lot but then i wake up and realize they don't know i exist 
140,670,5.49E+17,5.49E+17,12/28/2014,why_depression,Have to be skinnier.  Have to be prettier.  Have to be smarter.  Have to be anything  But myself.  ,"['#depression', '#depressed']",Have to be skinnier.  Have to be prettier.  Have to be smarter.  Have to be anything  But myself. #depression #depressed,1,Have to be skinnier.  Have to be prettier.  Have to be smarter.  Have to be anything  But myself.  
141,672,5.49E+17,5.49E+17,12/28/2014,moanie88,Can't believe I've had 9 days off already and that I'm back to work tomorrow! ,['#depressed'],Can't believe I've had 9 days off already and that I'm back to work tomorrow! #depressed,0,Can't believe I've had 9 days off already and that I'm back to work tomorrow! 
142,682,5.49E+17,5.49E+17,12/28/2014,jimmer211993,Start rehearsals for RSC Open Stages Macbeth next Sunday! Should be good if I can get in the mood! ,['#depressed'],Start rehearsals for RSC Open Stages Macbeth next Sunday! Should be good if I can get in the mood! #Depressed,0,Start rehearsals for RSC Open Stages Macbeth next Sunday! Should be good if I can get in the mood! 
143,687,5.49E+17,5.49E+17,12/28/2014,ya_mna_r_khan," , every time somebody tries to do something good, so much is fabricated that common man fails to decipher ","['#depressed', '#reclaimyourmosques']","#depressed , every time somebody tries to do something good, so much is fabricated that common man fails to decipher #ReclaimYourMosques",1," , every time somebody tries to do something good, so much is fabricated that common man fails to decipher "
144,688,5.49E+17,5.49E+17,12/28/2014,clairez_74,Sometimes I just wonder is it all worth it  ,"['#fedup', '#depressed']",Sometimes I just wonder is it all worth it #FedUp #depressed,1,Sometimes I just wonder is it all worth it  
145,693,5.49E+17,5.49E+17,12/28/2014,elevs5,Cracking on with these masters assignments! ???£ only 4 to go without any being completed already! ,['#depressed'],Cracking on with these masters assignments! ???£ only 4 to go without any being completed already! #Depressed,0,Cracking on with these masters assignments! ? only 4 to go without any being completed already! 
146,696,5.49E+17,5.49E+17,12/28/2014,amethystjohns,"Came home from vaca seeing a run over kitten in front of our house, which died hours later after incurring severe loss of blood. ",['#depressed'],"Came home from vaca seeing a run over kitten in front of our house, which died hours later after incurring severe loss of blood. #depressed",1,"Came home from vaca seeing a run over kitten in front of our house, which died hours later after incurring severe loss of blood. "
147,698,5.49E+17,5.49E+17,12/28/2014,mosiqi,"So after a 10 month hiatus, I watch a movie in a multiplex and it's Ugly! Maybe I was better off not watching any. ",['#depressed'],"So after a 10 month hiatus, I watch a movie in a multiplex and it's Ugly! Maybe I was better off not watching any. #depressed",0,"So after a 10 month hiatus, I watch a movie in a multiplex and it's Ugly! Maybe I was better off not watching any. "
148,701,5.49E+17,5.49E+17,12/28/2014,riell_delavega,Give up now on the one I like and I'll regret it the rest of my life... ,['#depressed'],Give up now on the one I like and I'll regret it the rest of my life... #depressed,0,Give up now on the one I like and I'll regret it the rest of my life. 
149,702,5.49E+17,5.49E+17,12/28/2014,cj429,Spending my last day off in bed rough as hell... And the sun is shining ??? ,['#depressed'],Spending my last day off in bed rough as hell... And the sun is shining ??? #depressed,0,Spending my last day off in bed rough as hell. And the sun is shining ? 
150,703,5.49E+17,5.49E+17,12/28/2014,niamhcoyle,Mind that night out I had over Christmas?! Nah me either! ,['#depressed'],Mind that night out I had over Christmas?! Nah me either! #depressed,0,Mind that night out I had over Christmas?! Nah me either! 
151,710,5.49E+17,5.49E+17,12/28/2014,kgau08,Turning 25 in a few weeks... Getting old sucks!!! ,['#depressed'],Turning 25 in a few weeks... Getting old sucks!!! #depressed,0,Turning 25 in a few weeks. Getting old sucks! 
152,714,5.49E+17,5.49E+17,12/28/2014,shhooosh,Back to work this morning! :( ,['#depressed'],Back to work this morning! :( #depressed,0,Back to work this morning! :( 
153,716,5.49E+17,5.49E+17,12/28/2014,joshuajuiel18,So I fucked up my car ?? now I can't sleep ,['#depressed'],So I fucked up my car ?? now I can't sleep #depressed,0,So I fucked up my car ?? now I can't sleep 
154,717,5.49E+17,5.49E+17,12/28/2014,andrewtrapalis,"God, people victimize me and put me down. Like what did I do to you? Are u jealous or? My whole life man like why fkin me ",['#depressed'],"God, people victimize me and put me down. Like what did I do to you? Are u jealous or? My whole life man like why fkin me #depressed",1,"God, people victimize me and put me down. Like what did I do to you? Are u jealous or? My whole life man like why fkin me "
155,721,5.49E+17,5.49E+17,12/28/2014,genesimmonsphd," or ? Non-Profit Organization offers help, 24/7. 1-800-273-TALK (8255)","['#anxious', '#depressed']","#Anxious or #Depressed? Non-Profit Organization offers help, 24/7. 1-800-273-TALK (8255)",0," or ? Non-Profit Organization offers help, 24/7. 1-800-273-TALK (8255)"
156,723,5.49E+17,5.49E+17,12/28/2014,austin_funk13,I miss my friends and family. ,['#depressed'],I miss my friends and family. #depressed,1,I miss my friends and family. 
157,734,5.49E+17,5.49E+17,12/28/2014,sademostatuses,ur all i ever think of.... whyd u have to go.  ,"['#alone', '#depressed']",ur all i ever think of.... whyd u have to go. #alone #depressed,1,ur all i ever think of. whyd u have to go.  
158,736,5.49E+17,5.49E+17,12/28/2014,jvolk2,More snow in Boise than here in the AK ,['#depressed'],More snow in Boise than here in the AK #depressed,0,More snow in Boise than here in the AK 
